instanceID,Prediction
189,4.653815647
190,0.212018548
191,0.997953277
192,2.904525323
193,1.349923348
194,0.689854259
195,1.405908837
196,1.905100859
197,3.291516696
198,1.291739438
199,2.018963564
200,3.407135573
201,2.842772836
202,2.763439809
203,0.968455845
204,2.068516345
205,2.196910788
206,2.512925565
207,1.961433263
208,4.950012148
209,1.153093015
210,2.299679612
211,2.731656219
212,0.542027046
213,1.947663718
214,2.170301174
215,3.912085531
216,0.232646326
217,1.217978683
218,4.12576198
219,1.745412515
220,3.1530595
221,3.987268151
222,3.6475836
223,3.90079271
224,3.879629688
225,4.117638512
226,0.164319902
227,4.622048336
228,0.767103027
229,2.580882806
230,1.196480979
231,4.474304042
232,4.998902581
233,0.143861138
234,0.360845729
235,2.775568525
236,1.525515883
237,4.123923273
238,2.018444596
239,0.809308633
240,0.47163653
241,1.774165816
242,1.643351348
243,3.29521602
244,3.842962589
245,2.387219946
246,1.773843894
247,1.141472002
248,1.101202759
249,4.921549309
250,4.868434169
251,0.776879349
252,2.838288385
253,3.098955025
254,0.632416062
255,1.21776781
256,2.646447784
257,1.231527386
258,2.629334207
259,1.835276079
260,3.373833948
261,3.371732383
262,3.289783071
263,2.063081507
264,2.2735411
265,2.66986972
266,4.25588551
267,0.90248404
268,4.762295839
269,0.050059039
270,0.11984884
271,4.254244498
272,4.07382746
273,2.336239749
274,1.144476408
275,3.291092204
276,2.176846091
277,3.679940337
278,4.979371685
279,2.055268023
280,0.554925365
281,3.480011414
282,0.827594128
283,0.680437926
284,3.419766093
285,1.729749576
286,1.921599288
287,3.861674117
288,3.218342141
289,1.8603752
290,2.670358542
291,3.514780613
292,4.53619806
293,4.97029375
294,3.976325441
295,1.984195297
296,4.39587461
297,1.196409537
298,3.371101679
299,4.282409114
300,2.361000976
301,2.522920861
302,0.896234343
303,4.544985071
304,4.983333912
305,1.912348524
306,2.729999813
307,3.713914026
308,2.410162837
309,0.97896972
310,1.086094032
311,2.186994629
312,1.197895486
313,2.327958477
314,1.673118536
315,0.114657633
316,3.568040316
317,3.540283132
318,2.020910824
319,2.258201693
320,2.396657784
321,2.012223668
322,2.717370284
323,1.637058183
324,1.452762075
325,0.065881469
326,0.69701567
327,3.513187881
328,0.580080115
329,4.857783712
330,1.776229439
331,4.077855324
332,2.059019236
333,3.313130689
334,3.291364096
335,2.640956668
336,2.844725169
337,1.951795275
338,3.369669881
339,3.774058563
340,0.547545059
341,1.556552232
342,4.316128825
343,4.972376583
344,4.134049845
345,3.750698855
346,3.311964781
347,1.451230411
348,1.881795753
349,1.350240224
350,4.088574913
351,3.566024749
352,1.604147631
353,0.90442378
354,3.495866489
355,2.166280342
356,2.620052869
357,0.434644579
358,4.211007975
359,0.534804935
360,1.834627753
361,3.072408996
362,0.951328387
363,3.695180599
364,3.741918393
365,0.049517979
366,4.128516814
367,2.340212294
368,2.395788646
369,1.205664698
370,3.365986797
371,4.269752125
372,3.290229073
373,2.611727854
374,0.028600282
375,4.453105521
376,4.7017934
377,1.564638348
378,4.592873665
379,2.28722841
380,0.444457936
381,4.1843608
382,3.999539923
383,0.449576597
384,0.882373585
385,2.644034713
386,2.633870709
387,2.2288547
388,4.640218846
389,3.8339099
390,4.103466904
391,1.490024383
392,1.526416754
393,3.513427533
394,2.336249836
395,4.158538037
396,1.415892422
397,1.278903913
398,3.589507374
399,0.377775621
400,0.501726691
401,1.390708899
402,2.89358146
403,2.656094788
404,1.490249823
405,3.426514621
406,2.673150364
407,2.031899327
408,1.672791027
409,1.968783179
410,2.68655924
411,4.983247365
412,1.994679132
413,4.926962961
414,0.62460772
415,0.993483222
416,0.507198572
417,4.403124654
418,3.88311399
419,0.857552775
420,2.422474189
421,1.859557548
422,3.177352826
423,1.923932925
424,1.509218845
425,4.680398305
426,3.091068494
427,2.835893597
428,4.994505594
429,3.883264908
430,1.436787805
431,0.519161474
432,0.125926601
433,1.161106485
434,3.215057504
435,2.000672963
436,4.912435152
437,3.189466703
438,0.652116107
439,1.277515615
440,2.771984584
441,2.60555788
442,1.697693226
443,0.741062944
444,4.412218839
445,4.593720187
446,2.372527669
447,4.403312989
448,2.727137565
449,1.456294595
450,1.132051966
451,1.067866071
452,1.334142465
453,3.350490807
454,1.733577839
455,0.311038347
456,3.536349595
457,4.710090001
458,4.127898323
459,1.52954814
460,0.403106771
461,0.318751585
462,2.576706561
463,4.707147041
464,4.436179865
465,4.497661491
466,3.148895467
467,3.464305115
468,4.874985547
469,0.867445771
470,0.756010022
471,4.704813776
472,2.363514869
473,2.381875992
474,4.967046935
475,0.21810467
476,1.552254972
477,0.123733945
478,0.23970164
479,1.679893003
480,2.546199539
481,3.317850747
482,1.496435928
483,2.721540453
484,4.12329167
485,3.725758266
486,2.232091607
487,0.636218826
488,4.319818975
489,3.884726652
490,4.953028487
491,2.263284614
492,2.254382302
493,3.479221005
494,2.569885951
495,4.128705573
496,1.613072288
497,4.209959694
498,1.710002401
499,3.401645612
500,2.050600051
501,4.069859392
502,3.02374011
503,0.012181673
504,4.674094568
505,0.615793678
506,0.8699631
507,2.15479027
508,4.367673368
509,3.393230462
510,2.85280592
511,3.018828393
512,1.004126318
513,4.433942138
514,0.689728825
515,4.365187587
516,0.407675361
517,4.009020661
518,3.253254418
519,4.864615381
520,2.172464708
521,3.343816897
522,2.050904375
523,1.586464155
524,1.763961367
525,2.537174587
526,4.408142963
527,1.958217998
528,1.831775019
529,3.725192202
530,2.587362929
531,1.673166741
532,2.274017034
533,1.852485736
534,4.899969341
535,3.017078704
536,4.022148214
537,3.951643516
538,0.459507458
539,1.429930109
540,4.618966324
541,1.791207701
542,2.155616946
543,0.249547965
544,2.993733347
545,3.582131512
546,1.398917819
547,0.711219268
548,4.803044073
549,0.847690019
550,4.280784072
551,2.955052332
552,1.610095443
553,1.154890386
554,1.370453617
555,2.974777273
556,3.225760828
557,3.44108965
558,1.256944998
559,1.112702891
560,2.762756045
561,3.93755144
562,4.436777615
563,2.7031764
564,3.087366862
565,0.323247306
566,2.972535656
567,1.656981838
568,0.032058135
569,3.448508378
570,4.470514804
571,0.706341935
572,4.983737639
573,2.858792846
574,3.668937302
575,3.65516886
576,4.355870472
577,0.520529917
578,1.344667452
579,0.816603252
580,1.549144899
581,2.776350261
582,1.815201287
583,3.817622599
584,2.322233581
585,0.588609434
586,2.029795111
587,2.836245442
588,1.427573773
589,1.320775617
590,3.942384445
591,0.167921547
592,2.492425893
593,4.993232184
594,1.056774351
595,2.40010785
596,4.214317374
597,3.258989846
598,0.312395048
599,1.051382282
600,0.819061945
601,1.699925119
602,3.905876777
603,4.397779782
604,3.174667859
605,4.61059471
606,2.013687209
607,1.822606899
608,0.215160184
609,2.939926441
610,2.112778483
611,3.544851789
612,4.634586929
613,0.041557545
614,2.895131148
615,0.548868927
616,1.597964588
617,1.066181933
618,2.962495264
619,2.926977053
620,2.121692818
621,2.08817171
622,0.453798197
623,0.503595199
624,0.046872744
625,4.372087473
626,1.439655163
627,0.626387816
628,3.108370948
629,0.166902289
630,0.261391607
631,2.950075727
632,2.42229091
633,3.865278301
634,2.250991925
635,0.603086466
636,0.08632179
637,0.875695478
638,1.939039568
639,0.890032125
640,3.607541952
641,3.444249633
642,3.672280567
643,3.035579953
644,1.392412327
645,0.265224286
646,4.662954214
647,1.418790371
648,1.483002657
649,1.359989688
650,3.701925735
651,1.644580677
652,4.997804011
653,3.565717173
654,4.976828908
655,4.45420038
656,4.803568189
657,3.328887126
658,3.982821873
659,1.119174394
660,4.208855025
661,2.020608929
662,4.629226611
663,1.623134771
664,4.676576929
665,2.991505159
666,1.069211559
667,3.459045581
668,2.437429391
669,4.795250652
670,2.067963554
671,4.209793643
672,4.75444671
673,1.003911512
674,0.307419194
675,4.733580905
676,2.734858175
677,4.151663619
678,3.696691522
679,4.616094189
680,2.018262796
681,3.232517089
682,1.073825573
683,3.629618651
684,4.414343135
685,1.252513012
686,1.592687652
687,1.822923412
688,1.509988732
689,4.121828563
690,4.862458284
691,2.035218282
692,4.263776874
693,4.410272767
694,4.527457416
695,2.112152658
696,4.120021844
697,4.393217764
698,0.217925605
699,2.18587195
700,3.864104571
701,2.813173732
702,4.304549166
703,4.489497877
704,3.158156754
705,4.598772669
706,1.911471307
707,2.302549846
708,0.845690331
709,4.680860523
710,4.7960918
711,2.153481175
712,0.509698275
713,4.961482411
714,4.810407812
715,4.810755027
716,1.123616028
717,0.212332572
718,3.124828648
719,1.730229041
720,4.628720124
721,3.134229581
722,0.155690658
723,2.782251575
724,3.914117568
725,0.769159711
726,4.452173762
727,1.957233353
728,2.365031139
729,0.201126325
730,2.427916717
731,0.502831873
732,1.691599929
733,0.490571339
734,3.680129434
735,0.908789539
736,1.161878676
737,2.790280899
738,2.1588292
739,0.460958154
740,4.24905166
741,0.423035173
742,1.005386546
743,4.088650454
744,4.605672357
745,0.941660057
746,2.70955756
747,1.543509404
748,3.833771828
749,4.036650522
750,2.40256161
751,4.464606217
752,4.635341159
753,4.606394884
754,1.23780981
755,3.819854331
756,2.76317832
757,3.921803878
758,1.561657912
759,0.435981956
760,4.461282579
761,0.610673125
762,4.973829812
763,2.648946959
764,1.543666886
765,2.779844952
766,2.185374279
767,4.585076113
768,3.707087516
769,1.534364123
770,2.600919307
771,3.828547001
772,0.2929753
773,0.626261144
774,3.591374334
775,4.39957023
776,4.369157802
777,4.834011859
778,4.595069885
779,2.076525679
780,2.697336365
781,1.634631365
782,3.329886018
783,2.650898068
784,1.113858484
785,2.965163912
786,3.651571918
787,1.566615526
788,3.141434121
789,0.674653861
790,3.121773502
791,3.081248049
792,4.000657078
793,3.542969584
794,4.894534892
795,2.756191661
796,0.893471488
797,1.456252366
798,0.587443162
799,4.390084278
800,0.467107307
801,2.41940864
802,4.563378665
803,4.678742169
804,0.097878968
805,1.545002258
806,2.848962206
807,2.996972882
808,1.225905932
809,3.833896943
810,0.315734263
811,4.947765189
812,4.429599494
813,4.067545605
814,2.646976949
815,3.316806399
816,1.152901081
817,0.489958416
818,3.493653221
819,2.065540527
820,2.020505698
821,2.093577558
822,0.406732608
823,2.811220026
824,0.425287192
825,4.029057061
826,4.002636171
827,2.24261824
828,3.793701495
829,0.18267043
830,4.424236409
831,2.90372311
832,3.177497947
833,1.448116846
834,2.496330885
835,3.470345974
836,3.826795074
837,0.55769844
838,0.274282986
839,4.439218546
840,4.217772267
841,0.263432339
842,2.069812033
843,4.837473118
844,0.584429917
845,3.696679528
846,0.49320415
847,1.995456615
848,1.837731599
849,3.161719465
850,4.015830032
851,4.423272036
852,0.459173242
853,4.673074016
854,0.120571803
855,0.81124441
856,4.28381063
857,1.119833907
858,0.603711721
859,4.953477218
860,0.516722934
861,4.852519371
862,2.801259634
863,4.319219047
864,4.542142426
865,0.626746883
866,2.879356105
867,0.555234595
868,0.604593483
869,0.692601898
870,0.147499591
871,4.886595912
872,3.383055714
873,3.120615686
874,3.781973635
875,1.991279803
876,3.95934239
877,2.763043785
878,1.699072324
879,4.833449409
880,0.248600761
881,1.304114735
882,3.010780256
883,1.415177793
884,1.673873756
885,4.217547998
886,2.672667815
887,3.351789948
888,0.575941882
889,2.770547212
890,1.971592188
891,4.591396727
892,1.391183042
893,4.562803638
894,4.37526776
895,2.000796505
896,3.10309811
897,4.039519896
898,2.03877655
899,0.597021193
900,0.024362157
901,2.276431259
902,3.087455851
903,1.976166956
904,0.413613174
905,2.382333017
906,3.413564875
907,0.915241521
908,2.103084221
909,2.373821909
910,3.947819793
911,4.036925494
912,4.307479331
913,1.67732611
914,0.164151893
915,3.476616966
916,1.972967775
917,0.402452689
918,1.813964601
919,0.843651157
920,3.782353543
921,1.426140861
922,0.596986593
923,4.704328716
924,1.896695554
925,0.03044817
926,4.723079473
927,1.506128302
928,3.308220862
929,4.770776572
930,4.111948045
931,3.019232132
932,1.558658293
933,4.329479012
934,1.605903702
935,2.130359823
936,0.96484353
937,2.512172457
938,2.747985932
939,1.725322591
940,2.661822676
941,4.324029238
942,4.169446413
943,1.464598932
944,0.166331948
945,1.162465171
946,3.510750669
947,3.669375742
948,3.830311092
949,2.713805801
950,1.535048636
951,4.901755536
952,4.709232726
953,2.962152205
954,0.097831876
955,2.099405237
956,3.896252287
957,4.214518715
958,4.901234737
959,1.052981236
960,3.012423774
961,4.076462009
962,2.15055672
963,0.68378103
964,0.244646574
965,4.251252627
966,1.879307596
967,2.239952901
968,0.308835727
969,1.981689847
970,3.551339152
971,1.405640662
972,1.381834617
973,2.663396229
974,2.96643455
975,2.592612332
976,0.289041713
977,2.572288439
978,3.477363247
979,0.028021473
980,0.923081818
981,4.943205832
982,0.30098347
983,2.362911603
984,4.49899933
985,0.706989754
986,4.895737453
987,4.672960971
988,2.361064682
989,3.207976767
990,3.920692317
991,4.668386862
992,0.523567086
993,1.072576769
994,2.078695497
995,3.411155193
996,1.788184912
997,1.71963645
998,3.976765742
999,1.9971914
1000,4.409723238
1001,2.63023806
1002,4.044559089
1003,2.12686095
1004,0.872809664
1005,2.117378277
1006,3.253445895
1007,2.166969251
1008,3.512187416
1009,0.759087611
1010,4.24186551
1011,0.757931741
1012,0.572128675
1013,2.870852322
1014,2.604016583
1015,0.40398064
1016,0.095293231
1017,4.420208298
1018,3.149027371
1019,0.73083899
1020,4.28788404
1021,1.156139177
1022,0.633984265
1023,3.939851764
1024,1.477658037
1025,3.120056602
1026,2.814949479
1027,0.521763905
1028,1.454185155
1029,2.487458863
1030,0.354159116
1031,0.10180771
1032,4.394497953
1033,1.71594234
1034,4.885947526
1035,1.873099071
1036,3.925369866
1037,1.509099635
1038,2.857968987
1039,2.302161253
1040,2.294235628
1041,0.670204793
1042,0.466193525
1043,4.061869301
1044,1.749806809
1045,2.04809986
1046,4.130261874
1047,4.180899457
1048,4.940377944
1049,2.686196713
1050,3.118417141
1051,3.746682128
1052,4.812336604
1053,2.671038955
1054,3.425496739
1055,3.53512575
1056,2.983833343
1057,1.916371584
1058,2.920343151
1059,2.549196958
1060,0.710296428
1061,3.698171764
1062,2.308824693
1063,0.864102578
1064,3.517993887
1065,3.459039421
1066,0.10772489
1067,3.173763723
1068,0.193299527
1069,1.860966521
1070,4.810729271
1071,3.766348654
1072,4.007509347
1073,0.873069956
1074,3.685380882
1075,1.176203514
1076,1.48933443
1077,3.503376249
1078,0.679882531
1079,1.28606237
1080,2.826352549
1081,2.861803657
1082,3.163966498
1083,1.538264082
1084,0.964207835
1085,0.591395974
1086,2.500533844
1087,0.988280156
1088,4.678122332
1089,0.995169336
1090,1.058833664
1091,1.32286775
1092,0.019206813
1093,0.77641403
1094,4.882371091
1095,1.51323668
1096,1.435753785
1097,2.05094058
1098,4.821789203
1099,2.288698757
1100,1.035397823
1101,3.524641202
1102,1.897336056
1103,4.722691279
1104,2.797726927
1105,2.749418107
1106,4.270570735
1107,4.520080841
1108,2.190951774
1109,3.360087202
1110,2.710877603
1111,4.760519395
1112,1.82976648
1113,2.225037243
1114,3.193786333
1115,3.956659894
1116,0.306251078
1117,3.214044107
1118,2.473251519
1119,3.074667277
1120,3.446238655
1121,0.949505875
1122,1.647604536
1123,4.295444817
1124,2.918391722
1125,4.327866714
1126,0.784862093
1127,0.624480413
1128,2.65474825
1129,3.042998951
1130,4.290027413
1131,2.36216613
1132,1.717095982
1133,0.072983612
1134,4.574018936
1135,4.459384002
1136,0.771206431
1137,4.372123176
1138,1.027801307
1139,4.963074304
1140,2.842525033
1141,0.668715815
1142,4.974835874
1143,1.699939598
1144,3.809994666
1145,3.071436396
1146,1.621587858
1147,2.816033512
1148,2.597243802
1149,4.69334858
1150,4.365829034
1151,1.310912637
1152,1.911789007
1153,1.725549312
1154,1.959523608
1155,0.868655991
1156,0.313703656
1157,4.350753168
1158,2.549922166
1159,0.446926892
1160,3.315128977
1161,3.566783079
1162,4.009288708
1163,0.326157123
1164,4.936190618
1165,4.662380209
1166,0.396504107
1167,2.531846682
1168,2.084389737
1169,3.857865563
1170,0.462580593
1171,0.021175485
1172,4.750401518
1173,4.673711139
1174,0.799060172
1175,1.939599458
1176,0.764821346
1177,1.751805553
1178,2.215476998
1179,3.882343589
1180,4.081759558
1181,4.975351495
1182,2.468266743
1183,2.179749324
1184,0.98980948
1185,1.042532086
1186,1.423109014
1187,3.173963407
1188,4.366056548
1189,3.287274293
1190,2.034196186
1191,4.916781069
1192,1.95447135
1193,2.832131836
1194,2.946908227
1195,1.649193503
1196,0.735813246
1197,4.084970177
1198,3.495333224
1199,0.966303279
1200,1.239764773
1201,0.300949293
1202,3.347368822
1203,1.007244204
1204,1.154491807
1205,2.126453779
1206,1.571713151
1207,0.803521113
1208,3.607764728
1209,4.614007091
1210,4.5069386
1211,0.066725838
1212,4.135354597
1213,1.728920068
1214,0.171465124
1215,4.346753404
1216,3.980921919
1217,2.564528375
1218,2.044979313
1219,2.888866302
1220,3.774298723
1221,1.939768756
1222,1.955428083
1223,2.219740273
1224,2.956771566
1225,3.028721853
1226,4.248404852
1227,0.446919922
1228,2.265243184
1229,4.465890826
1230,1.336090236
1231,2.085497699
1232,1.356691995
1233,2.406621812
1234,0.166456276
1235,4.813717088
1236,3.836268787
1237,0.371766019
1238,0.779140035
1239,3.030006146
1240,4.584989784
1241,0.757804548
1242,1.255679139
1243,2.882264553
1244,3.145107528
1245,2.794878191
1246,0.733071478
1247,3.495257019
1248,2.736111043
1249,0.959702529
1250,4.909350225
1251,2.582899059
1252,1.055635558
1253,1.182591931
1254,0.675434298
1255,4.423174409
1256,4.354065998
1257,1.652672701
1258,3.178010365
1259,4.318113287
1260,3.354405632
1261,3.020165381
1262,1.049329742
1263,2.683359473
1264,4.025048881
1265,4.682955582
1266,1.888451646
1267,0.649538134
1268,3.202349136
1269,1.187438972
1270,0.506461887
1271,1.124501018
1272,2.064977611
1273,4.909698258
1274,0.620446521
1275,3.951834117
1276,1.355918071
1277,0.550923143
1278,3.956269618
1279,2.621649401
1280,4.643481878
1281,3.666040713
1282,4.972109624
1283,2.213823534
1284,2.816177827
1285,0.579685604
1286,0.792705722
1287,1.041394241
1288,1.131074056
1289,3.019938279
1290,2.482106982
1291,4.956604952
1292,0.510474393
1293,4.336441031
1294,1.120498834
1295,4.826372769
1296,3.37024144
1297,1.480943093
1298,1.619975815
1299,2.65944663
1300,1.375099499
1301,4.196429098
1302,0.474423719
1303,0.461359214
1304,1.294956273
1305,3.231556638
1306,4.106299717
1307,2.28798807
1308,0.376762757
1309,3.35677917
1310,0.399894113
1311,2.064798135
1312,3.163145054
1313,1.432098444
1314,1.96264633
1315,1.756004643
1316,2.780736687
1317,2.852998589
1318,3.435810009
1319,1.911695251
1320,0.243129057
1321,3.585691183
1322,4.678015132
1323,0.398673317
1324,3.894780505
1325,4.251008164
1326,0.834351101
1327,2.75046145
1328,2.438906232
1329,0.063693133
1330,1.47253565
1331,1.63143735
1332,3.83906237
1333,0.853521994
1334,2.60353955
1335,4.059354504
1336,1.216004466
1337,1.192188635
1338,3.595173951
1339,3.341406787
1340,1.796500947
1341,4.852166764
1342,3.660715179
1343,0.735578359
1344,3.958617195
1345,4.484910829
1346,1.410345689
1347,1.385805267
1348,2.251864896
1349,2.513606345
1350,0.26389031
1351,3.477599541
1352,2.117215689
1353,2.696318542
1354,3.520731859
1355,1.283785447
1356,2.331389717
1357,0.620539512
1358,3.080030763
1359,1.114517888
1360,4.779648694
1361,0.150157357
1362,3.972614713
1363,1.787462561
1364,4.624397326
1365,4.197815673
1366,1.28414747
1367,3.480068373
1368,4.081533235
1369,0.948972588
1370,4.523609411
1371,3.887425411
1372,4.593822842
1373,2.620291096
1374,2.789555021
1375,3.063478346
1376,4.961134221
1377,1.23153778
1378,4.053061461
1379,2.818393986
1380,0.581441456
1381,4.329569815
1382,4.483966327
1383,4.204646201
1384,3.431922891
1385,4.076862029
1386,2.705744635
1387,2.268942703
1388,2.469683279
1389,2.933303966
1390,4.207895564
1391,1.539607359
1392,4.87307806
1393,3.034428966
1394,1.995065265
1395,4.53660816
1396,2.27692391
1397,3.927371356
1398,1.456661591
1399,2.036775701
1400,0.050709037
1401,3.464146553
1402,2.812210046
1403,4.862141941
1404,4.460237099
1405,2.186515384
1406,3.653530999
1407,4.132988723
1408,0.534240044
1409,1.343497368
1410,1.976761771
1411,1.26477422
1412,1.158319779
1413,3.947963181
1414,2.728271658
1415,2.606550346
1416,0.816109978
1417,2.024141593
1418,2.006904733
1419,0.269699926
1420,0.550480432
1421,3.964398331
1422,2.576029611
1423,2.013814201
1424,2.695170393
1425,1.34726045
1426,3.199031095
1427,2.16122767
1428,2.827594699
1429,3.484261576
1430,4.294881581
1431,1.528344588
1432,2.766278078
1433,3.486245883
1434,0.186393284
1435,2.045317912
1436,4.766359287
1437,4.208162092
1438,4.606003325
1439,4.849129348
1440,4.499896852
1441,1.534954397
1442,4.298635839
1443,0.055928252
1444,2.172148236
1445,3.431869451
1446,3.175396548
1447,3.734599359
1448,1.217100998
1449,2.602144001
1450,3.009291833
1451,0.262051452
1452,0.320529288
1453,1.526074003
1454,2.85486663
1455,2.963592029
1456,0.507644353
1457,0.669579265
1458,2.109737099
1459,2.712089238
1460,1.692238553
1461,1.950418778
1462,4.643049463
1463,4.166590013
1464,2.0207919
1465,2.291166806
1466,2.763385559
1467,1.285183642
1468,1.680214094
1469,4.975815388
1470,3.154063584
1471,2.829302167
1472,2.051404879
1473,2.751958363
1474,4.675577903
1475,4.603774344
1476,2.815811664
1477,2.542440537
1478,4.565002259
1479,0.863715129
1480,1.145632715
1481,3.393804302
1482,3.864398856
1483,0.363569969
1484,4.486274752
1485,0.531379406
1486,3.373802161
1487,1.666475162
1488,0.557193026
1489,2.756076967
1490,3.297963487
1491,1.696078527
1492,0.17733816
1493,1.386369283
1494,4.307415753
1495,2.753466829
1496,1.604682052
1497,1.944318349
1498,3.162021476
1499,1.74560616
1500,4.313929696
1501,3.284693957
1502,0.528140124
1503,0.684273
1504,0.918404627
1505,2.813892693
1506,4.03825261
1507,4.77454617
1508,2.442617943
1509,2.116368708
1510,3.828632643
1511,4.819529704
1512,0.003493346
1513,4.555217309
1514,2.937021009
1515,1.785559202
1516,1.79463048
1517,4.835894373
1518,3.94163384
1519,3.70926387
1520,0.011708567
1521,1.814246234
1522,1.275340701
1523,1.090740404
1524,0.270159787
1525,2.177694097
1526,3.607591041
1527,0.860849598
1528,2.182131455
1529,1.85627544
1530,2.468605859
1531,2.943569444
1532,2.93495424
1533,1.86771499
1534,2.100534884
1535,2.665916413
1536,1.04514672
1537,1.191261774
1538,3.955631837
1539,4.822447692
1540,2.534197404
1541,1.971242529
1542,1.801930055
1543,2.268838169
1544,3.846107519
1545,4.143445255
1546,3.432294183
1547,4.741938473
1548,2.311141033
1549,4.771560671
1550,3.472705327
1551,4.016853308
1552,0.407704609
1553,0.283616729
1554,0.171143725
1555,2.576107914
1556,3.095671872
1557,3.788376141
1558,1.342800784
1559,2.011562529
1560,2.906861918
1561,0.882432413
1562,0.873584304
1563,1.625389033
1564,3.146732063
1565,1.608467091
1566,4.675617674
1567,3.656509
1568,3.129653182
1569,4.873429456
1570,0.056975975
1571,0.033367241
1572,4.974192828
1573,3.126482513
1574,4.048610507
1575,2.664085754
1576,2.8211652
1577,2.455985508
1578,3.937019247
1579,2.031077962
1580,3.617099188
1581,1.067037889
1582,2.272576446
1583,2.160166838
1584,3.773540228
1585,1.372106675
1586,3.20909431
1587,3.529872943
1588,3.294211827
1589,4.93610364
1590,4.039231473
1591,2.879115927
1592,0.164737584
1593,2.276345789
1594,0.02849751
1595,4.885112474
1596,2.368427206
1597,2.452864235
1598,0.58201692
1599,3.980103099
1600,0.528326386
1601,4.876640081
1602,0.223521131
1603,1.122141253
1604,1.283892639
1605,4.262495752
1606,0.726418428
1607,1.730591571
1608,3.112090511
1609,1.973776011
1610,3.944654729
1611,0.186810997
1612,3.583668836
1613,2.735390444
1614,1.976990961
1615,0.789483172
1616,0.183036353
1617,4.586008868
1618,1.298580268
1619,4.060794736
1620,4.420775677
1621,2.724926213
1622,0.877419869
1623,2.468757969
1624,3.710342748
1625,4.344860151
1626,0.60182535
1627,1.959914403
1628,1.577284766
1629,0.449471045
1630,4.569932775
1631,2.242881071
1632,4.864289023
1633,4.403556187
1634,1.5533321
1635,4.047885858
1636,2.472352397
1637,4.567966401
1638,4.463469555
1639,0.565907903
1640,4.141595927
1641,4.104751964
1642,2.14158266
1643,2.43645148
1644,0.693836107
1645,0.329976106
1646,2.142299926
1647,0.853952509
1648,1.47444271
1649,1.94684763
1650,0.000146695
1651,1.070391973
1652,0.199909822
1653,1.312067482
1654,2.945165949
1655,1.109888673
1656,1.265875558
1657,1.524935474
1658,0.599192935
1659,4.310880708
1660,2.828634572
1661,4.264404958
1662,1.309165439
1663,0.82596215
1664,2.407784103
